Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Day_of_Journey,Travelling_time,Price
0,2,2,415,1,0,2,3,7191
4,2,2,395,1,0,5,1,9794
0,0,0,170,0,0,6,0,3943
2,1,1,330,1,0,4,1,13626
2,1,1,800,1,1,3,3,9663
4,2,2,540,1,1,5,1,6093
2,0,0,615,1,0,1,3,11717
2,1,1,800,1,0,5,3,14781
2,0,0,165,0,0,1,1,7229
5,0,0,165,0,0,6,3,3898
2,2,2,825,1,0,2,3,14714
4,2,2,560,1,0,0,1,7005
0,3,3,140,0,0,5,2,3597
3,1,1,160,0,2,0,1,4413
4,2,2,535,1,0,0,1,15353
0,0,0,170,0,0,5,1,3943
0,3,3,135,0,0,4,2,6297
0,0,0,175,0,0,1,3,6144
1,2,2,1470,2,0,1,3,12257
2,2,2,1390,2,0,1,2,15129
2,2,2,1375,2,1,0,0,10368
2,2,2,560,2,1,3,1,13029
1,1,1,1390,2,0,3,2,9416
1,2,2,185,0,0,2,3,6934
2,1,1,1080,1,0,1,3,11467
4,2,2,615,1,0,2,2,6795
0,1,1,155,0,0,2,2,5198
2,2,2,1525,1,1,1,2,14053
6,1,1,975,1,0,4,1,7927
0,1,1,165,0,0,0,1,4462
5,0,0,175,0,0,5,1,5048
2,1,1,1655,1,1,4,3,10844
4,2,2,595,1,0,6,1,15411
0,1,1,160,0,0,0,2,4462
2,4,4,90,0,0,2,2,5678
2,2,2,1110,1,0,0,1,15764
2,2,2,1285,1,0,0,3,17024
1,4,4,80,0,0,1,1,3100
2,0,0,185,0,0,5,3,7229
0,1,1,150,0,0,2,2,4804
2,0,0,180,0,1,0,1,5769
7,1,1,150,0,0,0,3,4384
1,2,2,1535,1,0,3,0,6587
2,0,0,805,1,1,3,0,7832
1,3,3,135,0,0,4,1,7082
3,3,3,135,0,0,4,1,6300
2,1,1,475,1,0,3,1,14571
0,0,0,170,0,0,3,2,3943
4,2,2,600,1,0,1,2,6878
3,4,4,90,0,2,4,0,1965
6,1,1,1065,1,0,1,2,9187
1,0,0,165,0,0,6,3,4441
0,0,0,180,0,0,3,1,10067
0,2,2,305,1,0,3,3,5054
4,2,2,900,1,0,3,1,7005
2,1,1,690,1,0,2,1,12121
0,2,2,290,1,0,0,2,5912
7,1,1,710,1,0,4,1,5192
0,3,3,140,0,0,4,2,3597
2,0,0,160,0,0,1,3,8016
1,4,4,85,0,0,4,2,2050
3,0,0,175,0,2,3,1,4839
0,4,4,90,0,0,0,1,4049
6,2,2,190,0,0,1,1,6216
3,1,1,140,0,2,4,3,3841
3,1,1,160,0,2,4,1,3815
1,0,0,165,0,0,0,2,5176
3,4,4,90,0,0,3,3,2017
6,1,1,1555,1,0,3,1,9187
6,0,0,165,0,0,1,1,11598
2,2,2,1025,2,0,6,3,13014
2,2,2,1040,1,1,6,3,10262
1,2,2,1380,2,0,2,3,9916
2,1,1,1145,1,0,6,2,14231
2,0,0,175,0,1,5,1,7229
0,2,2,505,1,0,2,2,6316
7,1,1,155,0,0,1,1,4384
1,2,2,1580,2,0,4,2,13381
0,3,3,145,0,0,3,1,4332
1,2,2,570,1,0,5,2,8907
0,1,1,155,0,0,4,0,4804
1,2,2,1480,1,0,0,1,15407
2,2,2,1105,1,1,0,1,12898
4,2,2,480,1,0,2,2,6883
3,3,3,140,0,2,1,2,3543
0,0,0,165,0,0,2,0,4284
0,4,4,90,0,0,1,3,2437
3,1,1,140,0,0,3,3,4174
2,1,1,960,1,0,1,3,14781
1,1,1,970,2,0,1,2,14960
2,0,0,175,0,1,3,1,5769
3,2,2,270,1,0,2,1,4812
6,1,1,975,1,0,5,1,9345
0,1,1,330,1,0,2,1,4864
0,3,3,140,0,0,0,3,7295
1,2,2,1275,2,0,4,3,10231
2,2,2,300,1,0,6,2,14714
2,2,2,1470,1,0,2,3,12032
2,0,0,175,0,1,0,2,4544
2,1,1,705,1,1,2,1,10844
6,0,0,355,1,0,6,1,12476
2,0,0,1585,1,1,1,3,11087
1,2,2,2280,3,0,3,0,10703
0,2,2,835,1,0,3,1,6734
2,0,0,375,1,1,3,2,7832
1,1,1,1045,2,0,4,0,11516
0,3,3,140,0,0,0,1,3850
2,2,2,870,2,0,1,2,17229
3,1,1,140,0,0,3,3,3873
2,4,4,85,0,1,0,1,4160
4,2,2,490,1,0,5,2,7670
2,1,1,475,1,1,6,1,10031
2,2,2,1390,2,1,3,2,11150
2,0,0,405,1,1,4,1,9134
3,0,0,170,0,0,5,1,4423
7,1,1,150,0,0,4,3,3807
1,2,2,1640,1,0,1,1,7480
0,0,0,165,0,0,2,1,4423
0,0,0,180,0,0,1,2,4823
6,1,1,1645,1,0,6,2,12102
4,2,2,615,1,1,0,1,15342
2,1,1,365,1,1,2,2,10844
1,2,2,1420,1,0,4,1,7480
1,1,1,580,1,0,4,3,4227
1,2,2,1420,1,0,4,1,7690
3,1,1,330,1,0,5,2,8224
6,0,0,165,0,0,3,3,5823
2,0,0,570,1,1,4,1,9134
2,0,0,470,1,0,3,2,26890
1,1,1,1350,1,0,4,1,8366
1,2,2,1535,1,0,6,0,7480
2,1,1,365,1,0,3,2,14781
1,1,1,2480,2,0,6,0,13990
1,2,2,1560,2,0,3,2,8245
2,2,2,540,1,1,0,1,10262
2,1,1,1330,1,0,4,1,12739
4,2,2,470,1,0,1,1,7575
1,0,0,165,0,0,0,2,11633
2,2,2,810,2,1,5,0,10368
2,0,0,365,1,0,1,2,13817
2,1,1,520,1,0,6,2,14231
2,0,0,680,1,1,3,1,6992
1,0,0,165,0,0,4,1,6961
2,2,2,505,2,0,6,3,16263
2,2,2,330,1,0,3,1,14714
4,2,2,810,1,0,0,1,7740
2,0,0,520,1,1,0,1,11087
4,2,2,450,1,0,3,1,14486
0,2,2,375,1,0,1,1,6442
1,1,1,1830,2,0,5,2,10361
7,1,1,955,1,0,3,1,5320
2,2,2,1615,2,1,5,1,10368
3,1,1,150,0,0,2,2,4174
1,2,2,875,1,0,1,2,8151
2,2,2,1610,1,0,3,2,12557
1,0,0,165,0,0,5,1,6961
1,0,0,170,0,0,2,3,4441
3,4,4,85,0,0,4,3,2753
3,1,1,140,0,2,1,3,3841
1,2,2,1010,1,0,1,1,5022
1,2,2,170,0,0,3,0,5201
1,2,2,180,0,0,2,2,6934
0,1,1,280,1,0,4,2,5699
6,0,0,165,0,0,3,3,5088
4,2,2,650,1,0,3,1,8601
0,1,1,295,1,0,2,1,11319
0,4,4,85,0,0,1,3,3838
2,1,1,1010,1,0,3,2,14388
2,2,2,1620,2,1,5,1,10824
2,2,2,360,1,1,1,2,5177
2,2,2,450,1,0,3,1,14714
2,1,1,685,1,0,4,1,13626
1,2,2,1490,2,0,0,1,13381
1,2,2,1485,2,0,1,3,18211
4,2,2,485,2,0,3,2,6653
2,1,1,570,1,0,3,2,14781
1,1,1,955,2,0,2,1,11458
2,1,1,800,1,1,4,1,10844
0,4,4,90,0,0,4,0,3342
2,2,2,1100,1,1,0,3,10262
0,3,3,140,0,0,0,3,5277
1,0,0,165,0,0,6,1,4441
3,3,3,135,0,2,1,1,3543
1,0,0,330,1,0,0,1,13912
4,2,2,740,1,0,0,1,9315
2,2,2,335,1,1,6,3,10262
1,2,2,1560,2,0,3,2,12199
0,3,3,140,0,0,0,3,5277
1,1,1,1170,2,0,4,1,6117
0,0,0,170,0,0,6,1,5734
7,2,2,660,1,0,0,3,8627
4,2,2,830,1,0,5,1,6795
0,2,2,195,0,0,1,2,5601
2,0,0,180,0,0,6,2,7229
0,2,2,630,1,0,3,2,8330
0,0,0,170,0,0,1,1,4823
2,1,1,1610,1,0,6,3,13759
1,2,2,1600,2,0,4,0,10231
2,2,2,1425,1,1,0,3,12898
2,0,0,280,1,0,0,0,19225
2,4,4,85,0,1,0,1,4995
0,2,2,320,1,0,4,1,5298
2,2,2,1950,2,1,3,1,9254
2,2,2,300,1,1,1,2,5177
6,1,1,1625,1,0,1,3,9345
2,1,1,475,1,1,2,1,10844
1,2,2,1545,2,0,6,0,15428
0,2,2,300,1,0,1,2,7255
2,2,2,1655,1,1,1,1,12898
0,0,0,295,1,0,3,2,8707
2,2,2,1100,1,1,2,3,10262
2,1,1,870,1,0,2,3,13067
2,2,2,1395,1,1,3,3,10262
1,1,1,155,0,0,2,3,4460
2,1,1,570,1,0,4,2,14571
1,2,2,1410,2,0,4,3,10178
3,3,3,140,0,0,3,2,7718
2,2,2,620,1,0,1,0,16376
2,4,4,90,0,0,3,3,5678
4,2,2,505,1,0,3,1,9103
2,2,2,925,1,0,3,2,14714
3,2,2,380,1,0,0,2,5583
0,0,0,175,0,0,2,3,4823
2,0,0,185,0,1,0,3,4544
7,2,2,330,1,0,5,1,8759
7,2,2,330,1,0,0,1,6152
2,0,0,1365,1,1,0,1,11087
1,1,1,725,2,0,3,1,11432
3,1,1,150,0,2,2,2,3815
6,1,1,965,1,0,4,2,8662
2,0,0,1425,1,0,0,1,17261
0,1,1,275,1,0,2,3,4860
1,2,2,1560,2,0,6,2,13442
6,4,4,435,1,0,0,2,12395
1,1,1,1440,1,0,2,2,6528
0,2,2,965,1,0,6,0,6314
0,2,2,845,1,0,2,1,6270
2,2,2,1395,1,0,3,3,14714
4,2,2,600,1,0,5,1,9359
1,2,2,230,0,0,2,2,6724
2,2,2,1210,1,1,0,3,10262
6,0,0,160,0,0,1,1,4668
0,2,2,565,2,0,0,1,6610
3,3,3,135,0,0,2,1,3597
0,1,1,165,0,0,1,1,4462
1,2,2,1640,1,0,0,1,12677
4,2,2,910,1,0,3,0,23170
0,1,1,155,0,0,3,0,4804
4,2,2,760,1,0,0,2,6795
1,1,1,1515,1,0,5,2,7662
1,2,2,1100,2,0,3,2,12751
2,4,4,1205,1,0,0,3,19595
6,0,0,160,0,0,1,1,7975
2,1,1,345,1,0,5,2,14781
2,1,1,740,1,0,3,1,14781
2,1,1,1585,1,1,6,2,10031
2,1,1,345,1,1,4,2,10844
2,0,0,180,0,1,3,3,3502
2,2,2,1130,2,0,6,1,13292
2,1,1,1630,1,0,3,3,14151
3,4,4,80,0,0,3,0,12475
2,2,2,940,1,0,2,3,14714
4,2,2,390,1,0,4,3,8283
2,0,0,775,1,1,1,3,11087
2,1,1,345,1,1,1,2,10844
0,2,2,415,1,0,0,3,5883
1,0,0,630,2,0,4,0,7664
2,2,2,1225,1,1,0,1,12898
2,2,2,1210,1,1,4,3,10262
2,1,1,575,1,0,2,1,13067
0,1,1,155,0,0,0,2,4462
2,4,4,85,0,0,3,0,5678
2,1,1,330,1,0,1,1,14388
2,2,2,1010,1,0,2,3,14714
0,1,1,165,0,0,0,1,4804
1,2,2,1600,2,0,3,0,11281
2,1,1,660,1,1,6,3,11134
1,4,4,810,2,0,1,3,11647
2,1,1,1685,1,1,4,2,10539
4,2,2,660,1,0,6,1,12192
1,0,0,170,0,0,2,2,6121
2,1,1,540,1,0,6,3,13759
4,2,2,915,1,0,2,1,6427
0,0,0,170,0,0,2,3,3943
0,0,0,170,0,0,3,3,4284
0,2,2,300,1,0,1,0,8147
2,0,0,180,0,1,3,3,3502
0,4,4,90,0,0,4,0,3342
0,0,0,165,0,0,3,1,5734
3,1,1,330,1,0,3,2,8224
3,2,2,310,1,0,0,1,9748
2,2,2,1995,2,1,3,3,8834
5,1,1,455,1,0,2,2,7102
4,2,2,750,1,0,2,2,13727
2,0,0,1310,1,1,0,1,11087
2,2,2,1125,2,1,5,1,10368
2,0,0,165,0,1,6,1,7229
2,2,2,1485,1,1,5,3,10262
0,0,0,170,0,0,0,3,4823
0,1,1,155,0,0,4,0,4804
0,2,2,305,1,0,3,3,10112
2,0,0,165,0,0,0,1,7229
2,1,1,1745,1,0,4,2,13067
2,2,2,865,1,0,2,2,14714
1,2,2,795,1,0,2,1,8907
2,0,0,175,0,0,2,1,7229
4,2,2,465,2,0,6,2,24528
0,2,2,965,1,0,2,0,6838
4,2,2,835,1,1,4,1,10406
6,4,4,690,1,0,0,3,12395
1,1,1,1435,1,0,2,3,10203
0,4,4,90,0,0,3,1,4049
2,1,1,1295,1,0,4,3,13401
1,2,2,1180,2,0,3,2,9968
2,4,4,90,0,0,2,1,8040
4,2,2,620,1,0,2,2,6427
0,3,3,140,0,0,2,3,5277
2,4,4,85,0,1,4,0,2228
6,0,0,170,0,0,4,3,5613
0,1,1,280,1,0,3,2,6669
6,3,3,140,0,0,2,2,11982
2,1,1,1495,2,1,1,1,10118
0,1,1,160,0,0,4,3,4148
2,2,2,620,1,0,4,0,18371
4,2,2,570,1,0,4,1,13587
1,2,2,1560,2,0,3,2,12760
2,2,2,1125,2,1,3,1,10368
0,4,4,90,0,0,6,0,3175
3,3,3,135,0,0,3,1,3597
4,2,2,840,1,1,0,1,6733
4,2,2,525,1,0,6,0,12192
2,2,2,1430,2,0,0,3,15129
6,0,0,170,0,0,3,1,4668
2,2,2,1145,1,1,3,2,10262
2,2,2,1125,2,0,5,1,15129
4,2,2,920,1,0,2,1,7878
2,4,4,90,0,0,0,1,8040
2,2,2,620,1,1,3,0,12373
1,2,2,1560,2,0,5,2,12392
0,3,3,140,0,0,5,3,5277
4,2,2,480,1,0,1,2,7888
4,2,2,630,1,0,2,1,9001
0,4,4,85,0,0,3,1,4049
0,3,3,140,0,0,6,0,4326
0,0,0,170,0,0,1,3,4777
0,2,2,570,1,0,3,1,6838
0,2,2,315,1,0,3,1,6582
2,2,2,885,1,1,6,3,10262
7,0,0,165,0,7,3,3,10873
2,2,2,620,1,1,3,0,10262
0,1,1,170,0,0,2,0,4148
0,2,2,565,2,0,2,1,6494
2,2,2,1595,1,1,1,1,12898
1,2,2,2295,2,0,4,0,9968
2,2,2,805,1,1,1,2,12898
4,2,2,455,1,0,4,2,7740
1,1,1,675,1,0,3,1,7452
2,4,4,85,0,1,3,1,4160
0,0,0,170,0,0,0,1,4823
1,2,2,500,2,0,5,1,13486
2,0,0,185,0,1,5,3,4544
1,2,2,1420,2,0,1,1,10975
0,3,3,140,0,0,1,2,3858
2,2,2,1375,2,0,2,0,15129
1,2,2,1420,2,0,5,1,10975
7,2,2,340,1,0,3,2,6752
7,1,1,150,0,0,1,1,3807
1,2,2,1255,1,0,0,2,13832
2,0,0,185,0,1,1,3,4544
2,1,1,800,1,0,3,3,14571
6,3,3,140,0,0,0,2,11982
2,4,4,85,0,0,5,1,8040
6,0,0,155,0,0,0,2,11913
7,1,1,220,1,0,4,1,5162
2,2,2,1615,2,0,5,1,13014
2,1,1,450,1,1,5,3,8586
4,2,2,660,1,0,1,1,10197
6,1,1,1640,1,0,5,2,8610
7,0,0,170,0,0,6,3,7120
1,2,2,2280,3,0,3,0,10703
2,2,2,1165,1,1,6,1,10262
2,2,2,810,2,1,3,0,11507
0,0,0,180,0,0,3,3,3943
2,2,2,1620,2,0,5,1,13292
0,0,0,295,1,0,3,2,7166
2,2,2,360,1,1,5,2,10262
7,2,2,625,1,0,4,3,6152
2,1,1,750,1,1,2,1,10703
2,0,0,180,0,1,1,1,4030
4,2,2,485,1,0,0,2,17057
0,3,3,140,0,0,1,1,3850
2,1,1,800,1,0,2,3,14388
0,2,2,325,1,0,0,0,4744
2,2,2,1145,1,1,6,2,10262
1,0,0,165,0,0,6,3,7591
7,2,2,870,1,0,0,1,6152
2,0,0,1445,1,0,0,1,15025
0,4,4,90,0,0,6,2,6795
1,1,1,1615,1,0,4,2,10623
0,3,3,140,0,0,4,1,3850
2,2,2,1420,2,1,3,3,6643
2,1,1,510,1,1,5,2,10844
1,2,2,1410,2,0,0,3,10441
4,2,2,480,1,0,3,2,13377
1,2,2,1820,2,0,5,2,13696
0,0,0,170,0,0,2,0,3943
1,2,2,1410,2,0,0,3,9443
2,2,2,1375,2,0,6,0,13014
1,0,0,1795,2,0,6,2,8114
3,2,2,315,1,0,0,1,5583
2,0,0,920,1,0,1,2,13817
4,2,2,385,1,0,2,2,6953
4,2,2,640,1,0,2,1,6637
0,1,1,165,0,0,0,1,4174
1,2,2,1420,2,0,3,1,8140
2,0,0,960,1,0,1,1,13817
2,2,2,600,1,1,3,1,10262
0,2,2,290,1,0,5,2,6496
0,2,2,305,1,0,5,3,10112
1,2,2,1210,2,0,0,2,10467
0,2,2,895,1,0,6,1,6206
1,1,1,1830,2,0,4,2,10151
0,1,1,150,0,0,4,2,4804
5,0,0,175,0,0,6,1,5048
2,4,4,85,0,1,3,0,4050
3,0,0,170,0,2,6,1,3919
2,1,1,665,1,1,4,3,11841
0,2,2,305,1,0,2,3,5065
1,1,1,1830,2,0,3,2,9626
0,0,0,170,0,0,3,3,3419
1,1,1,805,3,0,4,1,14960
0,0,0,180,0,0,4,3,3943
4,2,2,615,1,0,3,1,14323
1,1,1,1255,2,0,4,2,11752
4,2,2,645,1,0,3,1,7677
4,2,2,480,1,0,4,2,14067
2,1,1,730,1,0,5,3,14781
2,1,1,1285,1,0,2,2,11467
2,2,2,505,2,0,1,3,16263
2,2,2,550,1,1,5,3,12373
4,2,2,490,1,0,5,2,7005
0,2,2,295,1,0,5,0,7580
1,2,2,1275,2,0,5,3,10441
2,0,0,180,0,0,5,2,7229
0,2,2,860,1,0,2,1,6093
3,1,1,155,0,0,5,1,3873
2,2,2,395,1,1,0,3,10262
2,1,1,570,1,0,4,2,13364
2,2,2,620,1,1,2,0,12373
3,4,4,90,0,2,3,3,1965
4,2,2,490,1,0,3,2,7005
1,0,0,165,0,0,0,1,4441
4,2,2,845,1,0,3,0,11098
0,2,2,975,1,0,1,1,7318
2,2,2,1280,1,0,3,1,12767
3,1,1,320,1,0,6,2,10654
3,2,2,380,1,0,4,2,6297
4,2,2,385,1,0,6,1,11265
1,4,4,150,2,0,0,2,11972
4,2,2,835,1,0,4,1,13587
0,1,1,155,0,0,2,2,4804
1,1,1,535,2,0,5,1,8366
1,1,1,1350,1,0,5,1,8366
1,1,1,810,2,0,5,1,10697
2,2,2,810,2,0,1,0,15129
0,3,3,140,0,0,5,2,3858
2,0,0,185,0,0,1,3,7229
0,2,2,300,1,0,5,2,6937
2,2,2,300,1,0,0,2,14714
2,0,0,625,1,1,4,0,9134
2,2,2,715,1,1,2,1,10577
2,1,1,845,1,0,2,3,14388
1,2,2,1125,1,0,4,2,8991
1,2,2,1820,2,0,0,2,12436
1,0,0,1600,2,0,1,1,12515
3,2,2,380,1,0,5,2,5583
1,2,2,520,1,0,1,3,10840
2,2,2,1460,2,0,3,2,14300
3,0,0,175,0,2,3,3,5515
2,1,1,400,1,1,2,2,10844
2,1,1,980,1,1,6,2,11134
1,0,0,165,0,0,2,1,6121
1,1,1,1195,2,0,1,2,10676
2,1,1,365,1,0,5,2,14781
2,0,0,180,0,1,1,3,4544
5,0,0,175,0,0,1,1,4632
2,2,2,1995,2,0,3,3,10929
7,1,1,155,0,0,6,1,4409
3,1,1,155,0,0,5,1,3873
2,0,0,180,0,1,0,1,4030
7,1,1,150,0,0,3,3,3807
1,1,1,920,2,0,3,1,12140
3,1,1,150,0,0,0,1,4096
2,2,2,1095,2,0,5,3,14300
4,2,2,560,1,1,3,1,6007
0,1,1,150,0,0,4,2,4174
3,3,3,140,0,0,4,2,3597
1,2,2,435,2,0,0,2,9548
1,0,0,385,1,0,4,1,8714
6,1,1,1640,1,0,4,2,8085
2,2,2,535,2,1,2,3,10368
1,2,2,1580,2,0,3,1,10975
4,2,2,810,1,0,3,1,7670
4,2,2,450,1,0,2,3,8073
2,0,0,710,1,0,1,3,13817
0,1,1,265,1,0,2,3,3574
2,2,2,395,1,0,3,3,15554
1,2,2,1335,1,0,2,3,6692
3,4,4,90,0,2,5,3,1965
0,4,4,95,0,0,0,3,2227
0,3,3,140,0,0,4,2,3597
2,2,2,865,1,0,3,2,14714
3,1,1,150,0,0,1,2,4622
2,2,2,1375,2,0,5,0,15129
0,3,3,140,0,0,5,3,5277
4,2,2,590,1,0,2,1,11667
2,1,1,1570,1,1,4,2,10539
2,1,1,1080,1,0,3,3,11467
1,2,2,965,1,0,4,2,7480
5,0,0,165,0,0,2,3,3419
0,2,2,895,1,0,3,1,5684
0,1,1,325,1,0,4,3,6218
2,1,1,520,1,1,4,3,6959
6,0,0,165,0,0,4,3,4878
1,1,1,1345,2,0,4,1,12219
2,1,1,800,1,1,1,3,12384
2,2,2,195,0,1,5,1,7202
3,1,1,150,0,0,6,2,4174
1,4,4,85,0,0,3,2,3100
2,0,0,380,1,1,3,1,7832
4,2,2,455,1,0,4,2,6723
1,1,1,1415,2,0,3,1,10697
3,1,1,140,0,2,6,3,3841
1,1,1,1155,2,0,4,2,9920
0,0,0,175,0,0,3,3,12649
0,2,2,575,1,0,3,1,6093
2,2,2,1375,2,0,0,0,15129
2,0,0,180,0,1,5,2,4544
1,1,1,150,0,0,2,2,5170
0,4,4,90,0,0,4,0,2754
1,4,4,90,0,0,4,2,3100
1,1,1,1830,2,0,4,2,9237
4,2,2,750,1,0,5,2,7198
2,2,2,1505,1,1,6,1,10262
3,2,2,360,1,0,2,2,5111
1,2,2,1275,2,0,3,3,10441
4,2,2,630,1,0,6,1,10261
0,3,3,140,0,0,1,3,6297
4,2,2,910,1,0,5,0,12192
0,0,0,170,0,0,5,1,3943
2,2,2,425,2,0,0,0,16274
2,2,2,330,1,1,1,1,12898
3,0,0,160,0,0,2,0,3311
4,2,2,460,1,0,1,0,9103
0,1,1,165,0,0,4,3,4148
0,1,1,155,0,0,4,2,5224
0,1,1,155,0,0,3,0,4804
0,3,3,140,0,0,3,3,3597
0,1,1,155,0,0,3,1,4804
2,4,4,90,0,1,2,1,4995
3,1,1,145,0,0,2,1,3873
2,2,2,805,1,1,6,2,10262
2,4,4,90,0,1,1,3,3210
5,2,2,365,1,0,4,1,6276
2,0,0,650,1,1,1,3,9134
2,0,0,1100,1,1,1,3,11087
2,1,1,875,1,0,5,2,13941
1,2,2,170,0,0,2,0,5201
0,2,2,665,1,0,2,0,6171
7,1,1,150,0,0,3,3,5964
2,2,2,1430,2,0,0,3,15129
2,2,2,1615,2,1,5,1,13029
2,0,0,180,0,1,0,1,4030
5,1,1,455,1,0,5,2,10586
1,4,4,1910,2,0,0,1,17926
2,2,2,195,0,0,3,1,9564
2,1,1,435,1,0,2,1,8355
4,2,2,910,1,0,3,1,6795
1,2,2,1125,1,0,2,2,10671
1,2,2,1100,2,0,2,2,10178
6,1,1,1555,1,0,4,1,7927
1,4,4,90,0,0,5,2,3100
1,2,2,1410,2,0,0,3,12646
0,2,2,300,1,0,0,0,7894
0,0,0,165,0,0,0,0,3943
4,2,2,470,1,0,3,1,7575
2,2,2,2300,2,0,0,0,16914
6,2,2,190,0,0,0,2,6216
0,2,2,310,1,0,1,2,6147
0,2,2,480,1,0,2,2,6979
1,2,2,185,0,0,0,3,6094
2,2,2,455,1,0,2,3,12242
1,1,1,590,2,0,4,2,9416
1,2,2,1210,2,0,3,2,7107
2,2,2,1295,2,0,4,3,13292
0,3,3,140,0,0,6,1,7295
0,0,0,175,0,0,3,0,4423
0,0,0,170,0,0,6,3,5694
2,0,0,280,1,1,6,0,8147
4,2,2,750,1,0,0,2,13377
2,0,0,640,1,1,0,2,13502
2,2,2,1365,2,1,1,0,13764
2,1,1,1005,1,0,3,2,12692
0,1,1,155,0,0,5,2,4804
2,1,1,1495,1,1,4,1,7064
2,2,2,330,1,0,0,1,14924
0,1,1,155,0,0,3,2,6565
1,2,2,1595,2,0,5,2,9863
0,2,2,300,1,0,0,2,7725
1,2,2,1275,2,0,2,3,11281
2,4,4,90,0,1,1,3,3210
1,1,1,580,1,0,5,3,6117
2,2,2,745,1,1,0,2,10262
0,0,0,170,0,0,4,0,3943
2,1,1,585,1,0,4,3,12576
7,2,2,330,1,0,6,1,7452
2,1,1,590,1,0,5,1,14781
1,1,1,245,1,0,4,1,8996
1,2,2,1125,1,0,0,2,11563
0,0,0,170,0,0,1,0,4777
0,1,1,155,0,0,2,2,4174
3,1,1,150,0,2,3,2,3841
2,2,2,605,2,0,0,3,13775
1,2,2,965,1,0,2,2,5117
2,4,4,90,0,0,5,3,5678
2,2,2,300,1,1,4,2,5177
3,2,2,295,1,0,3,2,5975
0,0,0,165,0,0,6,0,6860
0,1,1,165,0,0,5,1,4804
4,2,2,840,1,0,3,1,13377
1,2,2,555,1,0,1,1,8372
4,2,2,720,1,0,6,1,7933
0,4,4,90,0,0,2,1,4049
1,0,0,165,0,0,6,1,11423
2,1,1,1285,1,1,2,3,10844
2,2,2,2565,2,0,3,1,12819
3,0,0,175,0,0,3,3,5621
1,0,0,165,0,0,3,2,5228
2,2,2,2300,2,1,2,0,9254
0,4,4,90,0,0,5,1,4392
2,4,4,90,0,0,3,1,8040
7,0,0,165,0,0,5,1,4483
1,2,2,1420,2,0,6,1,12760
2,0,0,175,0,0,2,2,7229
6,0,0,160,0,0,2,1,5403
1,2,2,735,1,0,3,1,7934
5,1,1,495,1,0,2,3,6945
3,0,0,170,0,0,1,1,4423
2,4,4,85,0,0,4,1,8040
2,2,2,660,1,1,3,1,11399
2,2,2,195,0,1,6,1,7202
4,2,2,570,1,0,3,1,13727
3,2,2,295,1,0,0,2,4957
2,2,2,360,1,1,2,2,10262
3,4,4,90,0,0,0,0,2017
2,2,2,610,1,0,2,3,12242
2,4,4,90,0,0,3,1,10875
2,1,1,400,1,1,4,2,10844
7,1,1,155,0,0,2,1,4409
1,0,0,985,1,0,3,1,6987
2,2,2,1365,2,0,2,0,12074
4,2,2,470,1,0,3,1,7354
1,2,2,1580,2,0,2,2,13381
1,2,2,170,0,0,5,0,5201
2,1,1,1170,1,1,5,2,9663
1,2,2,185,0,0,3,3,6094
2,2,2,195,0,1,3,1,7202
6,3,3,140,0,0,3,2,11982
2,0,0,550,1,1,3,1,7832
1,3,3,135,0,0,1,1,7817
2,2,2,360,1,1,5,2,12373
2,1,1,590,1,1,5,1,10844
2,2,2,1790,2,0,4,1,13376
4,2,2,385,1,0,3,1,9646
3,1,1,140,0,2,3,3,3841
3,2,2,375,1,0,3,2,4957
0,1,1,160,0,0,1,3,4148
2,0,0,375,1,0,3,3,26890
2,2,2,1475,2,1,2,3,8834
0,2,2,345,1,0,2,0,5241
2,2,2,195,0,1,0,1,7989
0,2,2,895,1,0,4,1,5883
7,1,1,220,1,0,5,1,6857
3,0,0,485,1,0,4,2,5822
2,2,2,805,1,1,4,2,10262
2,4,4,85,0,1,4,1,4995
3,0,0,170,0,0,6,1,4991
2,0,0,935,1,0,0,0,16736
2,2,2,440,2,0,4,1,18804
0,2,2,835,1,0,6,1,6442
1,1,1,150,0,0,0,2,5170
3,0,0,170,0,0,0,3,4377
2,2,2,195,0,0,4,1,9564
3,0,0,160,0,2,3,0,3573
2,2,2,1575,1,0,0,2,17024
7,0,0,170,0,0,1,0,3383
2,0,0,375,1,0,3,2,27992
2,0,0,180,0,0,3,1,7229
2,0,0,280,1,1,4,0,9134
1,4,4,85,0,0,4,2,3100
4,2,2,720,1,0,2,1,13727
6,1,1,790,1,0,4,1,8452
2,2,2,540,1,0,2,1,14714
2,0,0,370,1,1,4,1,7280
1,4,4,205,2,0,0,2,18797
0,4,4,90,0,0,2,2,2754
7,1,1,150,0,0,2,3,4409
0,2,2,195,0,0,5,2,5021
2,4,4,90,0,0,1,1,8040
1,2,2,615,1,0,5,1,10454
4,2,2,525,1,0,2,0,10197
1,0,0,165,0,0,3,1,5228
2,2,2,300,1,0,4,2,14714
1,0,0,165,0,0,4,1,7276
0,2,2,355,1,0,2,0,7731
7,1,1,215,1,0,5,3,6857
1,0,0,180,0,0,1,0,6961
2,2,2,1060,2,1,3,1,7791
0,0,0,170,0,0,3,1,4777
2,2,2,550,1,0,1,3,16289
2,1,1,585,1,0,4,3,12681
0,0,0,175,0,0,5,3,4823
2,2,2,1615,2,0,4,1,13014
2,2,2,715,1,1,1,1,5406
4,2,2,690,1,0,2,1,9315
